Date,Product,Gross_Premium,Total_Incl_VAT,City,Payment_Status,Payment_Method,Policy_Start_Date,Policy_Term,Policy_Duration_Days,Policy_End_Date,Customer_ID
2025-08-08,Travel,966.0,1139.88,New York,Paid,Bank Transfer,2025-08-08,1Y,365,2026-08-07,CUST0494
2025-04-16,Medical,910.0,1073.8,Miami,Paid,Bank Transfer,2025-04-16,1Y,365,2026-04-15,CUST0495
2025-05-31,Medical,955.0,1126.9,New York,Paid,Card,2025-05-31,1Y,365,2026-05-30,CUST0496
2025-02-13,Motor,812.0,958.16,New York,Failed,Cash,2025-02-13,6M,180,2025-08-11,CUST0497
2025-05-17,Medical,911.0,1074.98,,Paid,Card,2025-05-17,1Y,365,2026-05-16,CUST0498
2025-12-04,Motor,1044.0,1231.92,New York,Failed,Bank Transfer,2025-12-04,1Y,365,2026-12-03,CUST0499
2025-06-05,Motor,,,New York,Paid,Card,2025-06-05,1M,30,2025-07-04,CUST0500
2025-02-11,Medical,858.0,1012.44,Dallas,Pending,Card,2025-02-11,1Y,365,2026-02-10,CUST0501
2025-08-26,Medical,765.0,902.7,New York,Paid,Online,2025-08-26,1Y,365,2026-08-25,CUST0502
2025-12-17,Travel,956.0,1128.08,Seattle,Pending,Card,2025-12-17,1Y,365,2026-12-16,CUST0503
2025-11-12,Travel,713.0,841.34,Dallas,Paid,Online,2025-11-12,1Y,365,2026-11-11,CUST0504
2025-04-10,Travel,799.0,942.82,New York,Paid,Online,2025-04-10,1M,30,2025-05-09,CUST0505
2025-06-15,Motor,985.0,1162.3,Houston,Paid,Card,2025-06-15,1Y,365,2026-06-14,CUST0506
2025-07-13,Travel,707.0,834.26,New York,Paid,Card,2025-07-13,1Y,365,2026-07-12,CUST0507
2025-04-01,Motor,1096.0,1293.28,Miami,Failed,Card,2025-04-01,1Y,365,2026-03-31,CUST0508
2025-04-08,Medical,862.0,1017.16,New York,Refunded,Online,2025-04-08,1Y,365,2026-04-07,CUST0509
2025-03-28,Travel,859.0,1013.62,Boston,Pending,Bank Transfer,2025-03-28,1Y,365,2026-03-27,CUST0510
2025-12-29,Travel,915.0,1079.7,Los Angeles,Paid,Card,2025-12-29,6M,180,2026-06-26,CUST0511
2025-09-29,Travel,956.0,1128.08,Miami,Failed,Bank Transfer,2025-09-29,1Y,365,2026-09-28,CUST0512
2025-11-03,Travel,884.0,1043.12,New York,Pending,Card,2025-11-03,6M,180,2026-05-01,CUST0513
2025-10-25,Motor,1054.0,1243.72,Los Angeles,Paid,Bank Transfer,2025-10-25,1Y,365,2026-10-24,CUST0514
2025-12-16,Medical,1085.0,1280.3,Houston,Paid,Bank Transfer,2025-12-16,1Y,365,2026-12-15,CUST0515
2025-02-08,Other,780.0,920.4,Phoenix,Paid,Card,2025-02-08,1Y,365,2026-02-07,CUST0516
2025-11-17,Medical,983.0,1159.94,Boston,Paid,Online,2025-11-17,1Y,365,2026-11-16,CUST0517
2025-01-25,Medical,820.0,967.6,New York,Paid,Card,2025-01-25,1Y,365,2026-01-24,CUST0518
2025-06-23,Medical,1099.0,1296.82,New York,Pending,Bank Transfer,2025-06-23,1Y,365,2026-06-22,CUST0519
2025-08-05,Motor,801.0,945.18,Chicago,Paid,Bank Transfer,2025-08-05,1Y,365,2026-08-04,CUST0520
2025-05-11,Motor,818.0,965.24,Chicago,Paid,Online,2025-05-11,1Y,365,2026-05-10,CUST0521
2025-02-23,Medical,986.0,1163.48,Atlanta,Paid,Bank Transfer,2025-02-23,1Y,365,2026-02-22,CUST0522
2025-03-11,Medical,1016.0,1198.88,Atlanta,Pending,Online,2025-03-11,1Y,365,2026-03-10,CUST0523
2025-10-28,Medical,751.0,886.18,Atlanta,Refunded,Card,2025-10-28,1Y,365,2026-10-27,CUST0524
2025-04-27,Medical,922.0,1087.96,New York,Pending,Online,2025-04-27,1Y,365,2026-04-26,CUST0525
2025-04-23,Motor,838.0,988.84,Chicago,Paid,Card,2025-04-23,1Y,365,2026-04-22,CUST0526
2025-12-03,Other,945.0,1115.1,Dallas,Paid,Cash,2025-12-03,1Y,365,2026-12-02,CUST0527
2025-02-22,Medical,923.0,1089.14,Los Angeles,Paid,Card,2025-02-22,6M,180,2025-08-20,CUST0528
2025-11-30,Other,1095.0,1292.1,Miami,Paid,Online,2025-11-30,6M,180,2026-05-28,CUST0529
2025-12-02,Travel,1074.0,1267.32,Los Angeles,Paid,Online,2025-12-02,1Y,365,2026-12-01,CUST0530
2025-08-06,Medical,962.0,1135.16,Los Angeles,Paid,Card,2025-08-06,1Y,365,2026-08-05,CUST0531
2025-03-02,Motor,972.0,1146.96,Seattle,Pending,Bank Transfer,2025-03-02,6M,180,2025-08-28,CUST0532
2025-02-26,Motor,1060.0,1250.8,Los Angeles,Paid,Bank Transfer,2025-02-26,1Y,365,2026-02-25,CUST0533
2025-04-14,Motor,773.0,912.14,Boston,Pending,Card,2025-04-14,1Y,365,2026-04-13,CUST0534
2025-07-30,Medical,991.0,1169.38,Los Angeles,Paid,Cash,2025-07-30,1Y,365,2026-07-29,CUST0535
2025-02-25,Other,,,New York,Paid,Cash,2025-02-25,1Y,365,2026-02-24,CUST0536
2025-06-15,Medical,751.0,886.18,Los Angeles,Paid,Bank Transfer,2025-06-15,1Y,365,2026-06-14,CUST0537
2025-02-12,Medical,1053.0,1242.54,New York,Paid,Card,2025-02-12,1Y,365,2026-02-11,CUST0538
2025-07-16,Motor,980.0,1156.4,Houston,Paid,Online,2025-07-16,1Y,365,2026-07-15,CUST0539
2025-01-08,Medical,839.0,990.02,New York,Paid,Card,2025-01-08,6M,180,2025-07-06,CUST0540
2025-09-16,Other,894.0,1054.92,Miami,,Bank Transfer,2025-09-16,1Y,365,2026-09-15,CUST0541
2025-01-21,Travel,896.0,1057.28,Atlanta,Paid,Card,2025-01-21,1Y,365,2026-01-20,CUST0542
2025-03-12,Travel,,,Chicago,Paid,Card,2025-03-12,1Y,365,2026-03-11,CUST0543
2025-03-05,Travel,1088.0,1283.84,New York,Pending,Card,2025-03-05,1Y,365,2026-03-04,CUST0544
2025-10-30,Medical,1023.0,1207.14,Chicago,Pending,Card,2025-10-30,1Y,365,2026-10-29,CUST0545
2025-01-20,Medical,961.0,1133.98,Dallas,Paid,Bank Transfer,2025-01-20,3M,90,2025-04-19,CUST0546
2025-06-06,Motor,741.0,874.38,Phoenix,Paid,Bank Transfer,2025-06-06,1Y,365,2026-06-05,CUST0547
2025-08-04,Medical,1066.0,1257.88,New York,Paid,Cash,2025-08-04,1Y,365,2026-08-03,CUST0548
2025-07-07,Medical,753.0,888.54,Houston,Paid,Cash,2025-07-07,6M,180,2026-01-02,CUST0549
2025-09-05,Medical,766.0,903.88,Houston,Paid,Card,2025-09-05,1Y,365,2026-09-04,CUST0550
2025-10-20,Other,727.0,857.86,Los Angeles,Paid,Card,2025-10-20,1Y,365,2026-10-19,CUST0551
2025-05-24,Other,1080.0,1274.4,New York,Paid,Bank Transfer,2025-05-24,1Y,365,2026-05-23,CUST0552
2025-10-29,Motor,897.0,1058.46,Boston,Refunded,Cash,2025-10-29,1Y,365,2026-10-28,CUST0553
2025-04-26,Motor,794.0,936.92,New York,Paid,Bank Transfer,2025-04-26,1Y,365,2026-04-25,CUST0554
2025-12-25,Travel,732.0,863.76,New York,Pending,Card,2025-12-25,1Y,365,2026-12-24,CUST0555
2025-07-03,Travel,865.0,1020.7,New York,Paid,Online,2025-07-03,1Y,365,2026-07-02,CUST0556
2025-09-25,Medical,990.0,1168.2,Phoenix,,Card,2025-09-25,1Y,365,2026-09-24,CUST0557
2025-11-15,Motor,1098.0,1295.64,Chicago,Failed,Bank Transfer,2025-11-15,1Y,365,2026-11-14,CUST0558
2025-10-16,Motor,921.0,1086.78,Los Angeles,Paid,Card,2025-10-16,6M,180,2026-04-13,CUST0559
2025-11-06,Travel,943.0,1112.74,Chicago,Paid,Cash,2025-11-06,1M,30,2025-12-05,CUST0560
2025-07-15,Motor,1035.0,1221.3,Miami,Refunded,Card,2025-07-15,1Y,365,2026-07-14,CUST0561
2025-01-16,Travel,1061.0,1251.98,Los Angeles,Paid,Cash,2025-01-16,6M,180,2025-07-14,CUST0562
2025-06-29,Motor,812.0,958.16,Atlanta,Paid,Card,2025-06-29,6M,180,2025-12-25,CUST0563
2025-03-08,Motor,1097.0,1294.46,Los Angeles,Paid,Bank Transfer,2025-03-08,1Y,365,2026-03-07,CUST0564
2025-11-20,Medical,908.0,1071.44,New York,Paid,Card,2025-11-20,1Y,365,2026-11-19,CUST0565
2025-03-28,Motor,1072.0,1264.96,Boston,Paid,Cash,2025-03-28,1Y,365,2026-03-27,CUST0566
2025-03-25,Motor,747.0,881.46,Seattle,Paid,Card,2025-03-25,1Y,365,2026-03-24,CUST0567
2025-04-01,Medical,739.0,872.02,Los Angeles,Failed,Card,2025-04-01,1Y,365,2026-03-31,CUST0568
2025-08-22,Medical,,,Seattle,Paid,Cash,2025-08-22,1Y,365,2026-08-21,CUST0569
2025-07-27,Motor,969.0,1143.42,Houston,Paid,Card,2025-07-27,1Y,365,2026-07-26,CUST0570
2025-12-12,Motor,770.0,908.6,Los Angeles,Paid,Card,2025-12-12,1Y,365,2026-12-11,CUST0571
2025-06-01,Medical,1058.0,1248.44,Seattle,Paid,Online,2025-06-01,1Y,365,2026-05-31,CUST0572
2025-04-13,Medical,741.0,874.38,Dallas,Failed,Online,2025-04-13,6M,180,2025-10-09,CUST0573
2025-01-18,Motor,973.0,1148.14,Los Angeles,Paid,Online,2025-01-18,1M,30,2025-02-16,CUST0574
2025-01-03,Other,782.0,922.76,Phoenix,Paid,Card,2025-01-03,1Y,365,2026-01-02,CUST0575
2025-05-16,Motor,728.0,859.04,Chicago,Pending,Bank Transfer,2025-05-16,1Y,365,2026-05-15,CUST0576
2025-12-03,Motor,1023.0,1207.14,New York,Failed,Cash,2025-12-03,1Y,365,2026-12-02,CUST0577
2025-07-10,Travel,1039.0,1226.02,Boston,Failed,Card,2025-07-10,1Y,365,2026-07-09,CUST0578
2025-11-22,Motor,742.0,875.56,Phoenix,Paid,Cash,2025-11-22,1Y,365,2026-11-21,CUST0579
2025-02-07,Motor,737.0,869.66,Phoenix,Paid,Card,2025-02-07,1Y,365,2026-02-06,CUST0580
2025-02-03,Travel,946.0,1116.28,Phoenix,Paid,Online,2025-02-03,6M,180,2025-08-01,CUST0581
2025-10-31,Travel,711.0,838.98,Phoenix,Paid,Bank Transfer,2025-10-31,1Y,365,2026-10-30,CUST0582
2025-02-08,Medical,999.0,1178.82,Los Angeles,Failed,Bank Transfer,2025-02-08,1Y,365,2026-02-07,CUST0583
2025-01-19,Travel,1067.0,1259.06,Boston,Paid,Bank Transfer,2025-01-19,1Y,365,2026-01-18,CUST0584
2025-05-28,Medical,1001.0,1181.18,Miami,Paid,Card,2025-05-28,1Y,365,2026-05-27,CUST0585
2025-12-03,Motor,792.0,934.56,Miami,Failed,Card,2025-12-03,1Y,365,2026-12-02,CUST0586
2025-09-08,Motor,776.0,915.68,Houston,,Cash,2025-09-08,1Y,365,2026-09-07,CUST0587
2025-02-06,Medical,972.0,1146.96,Los Angeles,Paid,Bank Transfer,2025-02-06,1Y,365,2026-02-05,CUST0588
2025-11-01,Medical,724.0,854.32,New York,Failed,Bank Transfer,2025-11-01,6M,180,2026-04-29,CUST0589
2025-11-04,Motor,915.0,1079.7,Chicago,Paid,Card,2025-11-04,1Y,365,2026-11-03,CUST0590
2025-10-19,Medical,879.0,1037.22,New York,Paid,Cash,2025-10-19,1Y,365,2026-10-18,CUST0591
2025-11-25,Motor,998.0,1177.64,Miami,Paid,Card,2025-11-25,1M,30,2025-12-24,CUST0592
2025-03-29,Motor,781.0,921.58,Atlanta,Refunded,Card,2025-03-29,1Y,365,2026-03-28,CUST0593
2025-12-23,Motor,1005.0,1185.9,Los Angeles,Failed,Online,2025-12-23,1Y,365,2026-12-22,CUST0594
2025-04-27,Medical,980.0,1156.4,Los Angeles,Paid,Bank Transfer,2025-04-27,1Y,365,2026-04-26,CUST0595
2025-10-19,Other,795.0,938.1,Miami,Paid,Bank Transfer,2025-10-19,1Y,365,2026-10-18,CUST0596
2025-07-30,Medical,843.0,994.74,New York,Paid,Online,2025-07-30,1Y,365,2026-07-29,CUST0597
2025-10-11,Medical,726.0,856.68,Atlanta,Paid,Card,2025-10-11,1Y,365,2026-10-10,CUST0598
2025-08-17,Motor,880.0,1038.4,Chicago,Pending,Online,2025-08-17,1Y,365,2026-08-16,CUST0599
2025-08-22,Medical,804.0,948.72,New York,Paid,Cash,2025-08-22,1Y,365,2026-08-21,CUST0600
2025-08-13,Motor,745.0,879.1,New York,Pending,Bank Transfer,2025-08-13,1Y,365,2026-08-12,CUST0601
2025-10-11,Medical,924.0,1090.32,Atlanta,Paid,Card,2025-10-11,1Y,365,2026-10-10,CUST0602
2025-09-27,Other,927.0,1093.86,Los Angeles,Paid,Card,2025-09-27,6M,180,2026-03-25,CUST0603
2025-02-18,Medical,734.0,866.12,Miami,Paid,Card,2025-02-18,1Y,365,2026-02-17,CUST0604
2025-10-28,Travel,774.0,913.32,New York,Refunded,Card,2025-10-28,1Y,365,2026-10-27,CUST0605
2025-07-15,Medical,733.0,864.94,New York,Paid,Card,2025-07-15,1Y,365,2026-07-14,CUST0606
2025-04-28,Medical,972.0,1146.96,Atlanta,Paid,Bank Transfer,2025-04-28,1Y,365,2026-04-27,CUST0607
2025-07-07,Medical,835.0,985.3,New York,Paid,Cash,2025-07-07,1Y,365,2026-07-06,CUST0608
2025-12-18,Medical,728.0,859.04,New York,Failed,Card,2025-12-18,1Y,365,2026-12-17,CUST0609
2025-11-09,Medical,776.0,915.68,Houston,Pending,Cash,2025-11-09,1Y,365,2026-11-08,CUST0610
2025-10-31,Motor,1091.0,1287.38,Seattle,Pending,Online,2025-10-31,1Y,365,2026-10-30,CUST0611
2025-06-18,Medical,802.0,946.36,Los Angeles,Paid,Cash,2025-06-18,1Y,365,2026-06-17,CUST0612
2025-10-13,Motor,974.0,1149.32,New York,Failed,Cash,2025-10-13,6M,180,2026-04-10,CUST0613
2025-05-21,Travel,887.0,1046.66,Boston,Paid,Cash,2025-05-21,1Y,365,2026-05-20,CUST0614
2025-09-07,Motor,772.0,910.96,Miami,Pending,Card,2025-09-07,1Y,365,2026-09-06,CUST0615
2025-08-21,Travel,823.0,971.14,Seattle,Paid,Card,2025-08-21,1M,30,2025-09-19,CUST0616
2025-04-01,Medical,705.0,831.9,Dallas,Paid,Online,2025-04-01,1Y,365,2026-03-31,CUST0617
2025-04-07,Motor,999.0,1178.82,Miami,Refunded,Cash,2025-04-07,1Y,365,2026-04-06,CUST0618
2025-01-23,Medical,834.0,984.12,Chicago,Refunded,Cash,2025-01-23,1Y,365,2026-01-22,CUST0619
2025-02-20,Motor,900.0,1062.0,Los Angeles,Paid,Online,2025-02-20,1Y,365,2026-02-19,CUST0620
2025-06-07,Medical,761.0,897.98,Miami,Paid,Card,2025-06-07,1Y,365,2026-06-06,CUST0621
2025-06-23,Other,1030.0,1215.4,Miami,Failed,Card,2025-06-23,1Y,365,2026-06-22,CUST0622
2025-03-02,Medical,787.0,928.66,Boston,Refunded,Bank Transfer,2025-03-02,1Y,365,2026-03-01,CUST0623
2025-06-01,Motor,927.0,1093.86,Phoenix,Pending,Card,2025-06-01,1Y,365,2026-05-31,CUST0624
2025-08-08,Medical,1049.0,1237.82,Los Angeles,Paid,Bank Transfer,2025-08-08,1Y,365,2026-08-07,CUST0625
2025-03-26,Motor,985.0,1162.3,Houston,Paid,Online,2025-03-26,1Y,365,2026-03-25,CUST0626
2025-05-04,Medical,941.0,1110.38,Phoenix,Failed,Bank Transfer,2025-05-04,6M,180,2025-10-30,CUST0627
2025-05-14,Motor,1056.0,1246.08,Chicago,Pending,Card,2025-05-14,1M,30,2025-06-12,CUST0628
2025-07-03,Medical,770.0,908.6,Dallas,Pending,Cash,2025-07-03,1Y,365,2026-07-02,CUST0629
2025-05-14,Medical,1086.0,1281.48,Phoenix,Paid,Card,2025-05-14,1Y,365,2026-05-13,CUST0630
2025-09-26,Medical,923.0,1089.14,New York,Paid,Online,2025-09-26,1Y,365,2026-09-25,CUST0631
2025-04-30,Travel,864.0,1019.52,Phoenix,Paid,Card,2025-04-30,1Y,365,2026-04-29,CUST0632
2025-06-07,Medical,,,Miami,Pending,Online,2025-06-07,1Y,365,2026-06-06,CUST0633
2025-05-19,Travel,998.0,1177.64,Atlanta,Paid,Bank Transfer,2025-05-19,1Y,365,2026-05-18,CUST0634
2025-03-08,Travel,1091.0,1287.38,Chicago,Paid,Card,2025-03-08,1Y,365,2026-03-07,CUST0635
2025-09-07,Motor,,,Phoenix,Pending,Bank Transfer,2025-09-07,1Y,365,2026-09-06,CUST0636
2025-03-27,Medical,713.0,841.34,Houston,Pending,Card,2025-03-27,1Y,365,2026-03-26,CUST0637
2025-04-19,Medical,888.0,1047.84,Houston,Paid,Bank Transfer,2025-04-19,6M,180,2025-10-15,CUST0638
2025-10-16,Travel,993.0,1171.74,New York,Pending,Online,2025-10-16,1Y,365,2026-10-15,CUST0639
2025-12-12,Medical,859.0,1013.62,Atlanta,Paid,Online,2025-12-12,1Y,365,2026-12-11,CUST0640
2025-09-02,Motor,1009.0,1190.62,Atlanta,Paid,Card,2025-09-02,1Y,365,2026-09-01,CUST0641
2025-11-30,Medical,983.0,1159.94,Phoenix,Paid,Cash,2025-11-30,1Y,365,2026-11-29,CUST0642
2025-11-07,Travel,726.0,856.68,Phoenix,Paid,Online,2025-11-07,1Y,365,2026-11-06,CUST0643
2025-06-25,Medical,923.0,1089.14,New York,Failed,Online,2025-06-25,1Y,365,2026-06-24,CUST0644
2025-10-08,Motor,768.0,906.24,Phoenix,Failed,Card,2025-10-08,1Y,365,2026-10-07,CUST0645
2025-04-30,Medical,895.0,1056.1,Chicago,Paid,Card,2025-04-30,1Y,365,2026-04-29,CUST0646
2025-06-17,Travel,854.0,1007.72,Miami,Pending,Online,2025-06-17,1Y,365,2026-06-16,CUST0647
2025-07-14,Medical,1023.0,1207.14,New York,Paid,Card,2025-07-14,1M,30,2025-08-12,CUST0648
2025-12-16,Medical,1048.0,1236.64,Miami,Pending,Card,2025-12-16,1Y,365,2026-12-15,CUST0649
2025-11-05,Medical,885.0,1044.3,Los Angeles,Failed,Cash,2025-11-05,1Y,365,2026-11-04,CUST0650
2025-06-28,Other,915.0,1079.7,Miami,Paid,Card,2025-06-28,1Y,365,2026-06-27,CUST0651
2025-08-26,Other,951.0,1122.18,Miami,Paid,Online,2025-08-26,1Y,365,2026-08-25,CUST0652
2025-03-15,Medical,962.0,1135.16,Los Angeles,Paid,Card,2025-03-15,1Y,365,2026-03-14,CUST0653
2025-10-20,Motor,954.0,1125.72,Chicago,Paid,Cash,2025-10-20,1Y,365,2026-10-19,CUST0654
2025-07-21,Other,1013.0,1195.34,Seattle,Failed,Online,2025-07-21,1Y,365,2026-07-20,CUST0655
2025-07-13,Other,1093.0,1289.74,Phoenix,Paid,Online,2025-07-13,6M,180,2026-01-08,CUST0656
2025-10-06,Medical,1032.0,1217.76,New York,Paid,Online,2025-10-06,1Y,365,2026-10-05,CUST0657
2025-08-19,Medical,754.0,889.72,Chicago,Paid,Online,2025-08-19,1Y,365,2026-08-18,CUST0658
2025-01-27,Medical,890.0,1050.2,Los Angeles,Failed,Card,2025-01-27,1Y,365,2026-01-26,CUST0659
2025-04-15,Medical,884.0,1043.12,Miami,Paid,Online,2025-04-15,1Y,365,2026-04-14,CUST0660
2025-03-06,Motor,904.0,1066.72,Phoenix,Pending,Online,2025-03-06,1Y,365,2026-03-05,CUST0661
2025-09-25,Travel,911.0,1074.98,New York,Paid,Bank Transfer,2025-09-25,1Y,365,2026-09-24,CUST0662
2025-01-13,Motor,987.0,1164.66,Phoenix,Paid,Card,2025-01-13,1Y,365,2026-01-12,CUST0663
2025-03-15,Other,868.0,1024.24,Dallas,Paid,Card,2025-03-15,1Y,365,2026-03-14,CUST0664
2025-08-06,Medical,805.0,949.9,Dallas,Paid,Bank Transfer,2025-08-06,1Y,365,2026-08-05,CUST0665
2025-09-10,Travel,883.0,1041.94,New York,Paid,Cash,2025-09-10,3M,90,2025-12-08,CUST0666
2025-07-03,Medical,1042.0,1229.56,Los Angeles,Pending,Card,2025-07-03,1Y,365,2026-07-02,CUST0667
2025-11-10,Motor,824.0,972.32,Chicago,Pending,Card,2025-11-10,1Y,365,2026-11-09,CUST0668
2025-12-01,Medical,708.0,835.44,New York,Paid,Bank Transfer,2025-12-01,1Y,365,2026-11-30,CUST0669
2025-02-18,Medical,1091.0,1287.38,Chicago,Paid,Card,2025-02-18,1Y,365,2026-02-17,CUST0670
2025-12-13,Medical,778.0,918.04,New York,Paid,Online,2025-12-13,6M,180,2026-06-10,CUST0671
2025-08-12,Other,941.0,1110.38,New York,Paid,Card,2025-08-12,3M,90,2025-11-09,CUST0672
2025-08-20,Medical,1020.0,1203.6,Miami,Pending,Card,2025-08-20,6M,180,2026-02-15,CUST0673
2025-02-04,Travel,810.0,955.8,Los Angeles,Pending,Card,2025-02-04,6M,180,2025-08-02,CUST0674
2025-08-15,Medical,,,Miami,Pending,Online,2025-08-15,1Y,365,2026-08-14,CUST0675
2025-09-22,Medical,812.0,958.16,New York,Paid,Online,2025-09-22,1Y,365,2026-09-21,CUST0676
2025-07-31,Travel,760.0,896.8,Phoenix,Paid,Card,2025-07-31,1Y,365,2026-07-30,CUST0677
2025-01-31,Medical,761.0,897.98,Chicago,Paid,Card,2025-01-31,1Y,365,2026-01-30,CUST0678
2025-07-10,Motor,774.0,913.32,Dallas,Refunded,Card,2025-07-10,1Y,365,2026-07-09,CUST0679
2025-12-07,Medical,883.0,1041.94,Dallas,Paid,Card,2025-12-07,1Y,365,2026-12-06,CUST0680
2025-09-21,Motor,912.0,1076.16,Chicago,Failed,Cash,2025-09-21,1Y,365,2026-09-20,CUST0681
2025-02-20,Travel,706.0,833.08,Miami,Paid,Card,2025-02-20,1Y,365,2026-02-19,CUST0682
2025-12-16,Other,1039.0,1226.02,Los Angeles,Paid,Bank Transfer,2025-12-16,1Y,365,2026-12-15,CUST0683
2025-12-16,Medical,971.0,1145.78,Phoenix,Pending,Card,2025-12-16,6M,180,2026-06-13,CUST0684
2025-03-03,Travel,728.0,859.04,New York,Paid,Bank Transfer,2025-03-03,1Y,365,2026-03-02,CUST0685
2025-10-19,Motor,1037.0,1223.66,Chicago,Paid,Card,2025-10-19,1Y,365,2026-10-18,CUST0686
2025-05-29,Medical,712.0,840.16,New York,Paid,Card,2025-05-29,6M,180,2025-11-24,CUST0687
2025-08-05,Travel,924.0,1090.32,Atlanta,Refunded,Card,2025-08-05,6M,180,2026-01-31,CUST0688
2025-06-12,Medical,886.0,1045.48,Chicago,Paid,Card,2025-06-12,1Y,365,2026-06-11,CUST0689
2025-10-12,Motor,901.0,1063.18,Phoenix,Failed,Card,2025-10-12,1Y,365,2026-10-11,CUST0690
2025-12-29,Motor,1083.0,1277.94,Chicago,Paid,Online,2025-12-29,1Y,365,2026-12-28,CUST0691
2025-10-17,Motor,1071.0,1263.78,Los Angeles,Paid,Card,2025-10-17,1Y,365,2026-10-16,CUST0692
2025-12-06,Motor,811.0,956.98,Los Angeles,Paid,Card,2025-12-06,1Y,365,2026-12-05,CUST0693
2025-12-11,Medical,932.0,1099.76,Atlanta,Paid,Card,2025-12-11,1Y,365,2026-12-10,CUST0694
2025-02-02,Medical,1084.0,1279.12,Dallas,Refunded,Cash,2025-02-02,1Y,365,2026-02-01,CUST0695
2025-04-03,Motor,992.0,1170.56,New York,Failed,Online,2025-04-03,1Y,365,2026-04-02,CUST0696
2025-09-20,Motor,1055.0,1244.9,Dallas,Refunded,Cash,2025-09-20,1Y,365,2026-09-19,CUST0697
2025-08-03,Travel,874.0,1031.32,Chicago,Refunded,Bank Transfer,2025-08-03,1Y,365,2026-08-02,CUST0698
2025-01-19,Motor,813.0,959.34,New York,Paid,Online,2025-01-19,1Y,365,2026-01-18,CUST0699
2025-02-04,Other,904.0,1066.72,Houston,Paid,Card,2025-02-04,1Y,365,2026-02-03,CUST0700
2025-07-09,Medical,1027.0,1211.86,New York,Pending,Online,2025-07-09,1Y,365,2026-07-08,CUST0701
2025-08-13,Travel,1072.0,1264.96,Los Angeles,Paid,Cash,2025-08-13,1Y,365,2026-08-12,CUST0702
2025-03-03,Medical,975.0,1150.5,Miami,Pending,Card,2025-03-03,6M,180,2025-08-29,CUST0703
2025-03-04,Other,983.0,1159.94,Los Angeles,Paid,Bank Transfer,2025-03-04,6M,180,2025-08-30,CUST0704
2025-02-17,Medical,905.0,1067.9,Atlanta,Paid,Card,2025-02-17,1Y,365,2026-02-16,CUST0705
2025-07-25,Other,828.0,977.04,Miami,Paid,Card,2025-07-25,1Y,365,2026-07-24,CUST0706
2025-01-03,Other,869.0,1025.42,Seattle,Paid,Online,2025-01-03,1Y,365,2026-01-02,CUST0707
2025-07-28,Motor,899.0,1060.82,Phoenix,Paid,Card,2025-07-28,1M,30,2025-08-26,CUST0708
2025-06-23,Motor,1027.0,1211.86,Seattle,Paid,Cash,2025-06-23,1Y,365,2026-06-22,CUST0709
2025-06-19,Medical,922.0,1087.96,Chicago,Paid,Online,2025-06-19,1Y,365,2026-06-18,CUST0710
2025-09-05,Motor,1018.0,1201.24,Phoenix,Paid,Bank Transfer,2025-09-05,1Y,365,2026-09-04,CUST0711
2025-07-10,Motor,710.0,837.8,Houston,Paid,Card,2025-07-10,1Y,365,2026-07-09,CUST0712
2025-09-22,Travel,1003.0,1183.54,Atlanta,Paid,Bank Transfer,2025-09-22,1Y,365,2026-09-21,CUST0713
2025-10-06,Other,903.0,1065.54,New York,Paid,Online,2025-10-06,1Y,365,2026-10-05,CUST0714
2025-12-01,Motor,1100.0,1298.0,Phoenix,Pending,Card,2025-12-01,1Y,365,2026-11-30,CUST0715
2025-10-18,Other,889.0,1049.02,Dallas,Paid,Card,2025-10-18,1Y,365,2026-10-17,CUST0716
2025-07-08,Motor,891.0,1051.38,Chicago,Paid,Bank Transfer,2025-07-08,1Y,365,2026-07-07,CUST0717
2025-06-29,Travel,,,Seattle,Paid,Online,2025-06-29,1Y,365,2026-06-28,CUST0718
2025-03-27,Motor,1023.0,1207.14,Chicago,Paid,Card,2025-03-27,6M,180,2025-09-22,CUST0719
2025-08-07,Travel,981.0,1157.58,New York,Paid,Card,2025-08-07,1Y,365,2026-08-06,CUST0720
2025-02-20,Medical,1045.0,1233.1,Phoenix,Paid,Online,2025-02-20,3M,90,2025-05-20,CUST0721
2025-12-05,Medical,737.0,869.66,Chicago,Paid,Card,2025-12-05,1Y,365,2026-12-04,CUST0722
2025-11-04,Medical,784.0,925.12,,Paid,Card,2025-11-04,6M,180,2026-05-02,CUST0723
2025-02-13,Motor,1051.0,1240.18,New York,Paid,Bank Transfer,2025-02-13,6M,180,2025-08-11,CUST0724
2025-10-14,Medical,716.0,844.88,New York,Paid,Card,2025-10-14,6M,180,2026-04-11,CUST0725
2025-02-12,Motor,903.0,1065.54,Dallas,Paid,Card,2025-02-12,6M,180,2025-08-10,CUST0726
2025-09-20,Motor,,,Atlanta,Paid,Bank Transfer,2025-09-20,1Y,365,2026-09-19,CUST0727
2025-02-01,Travel,1076.0,1269.68,Phoenix,Paid,Cash,2025-02-01,1Y,365,2026-01-31,CUST0728
2025-06-27,Medical,1043.0,1230.74,New York,,Bank Transfer,2025-06-27,1Y,365,2026-06-26,CUST0729
2025-08-28,Motor,1059.0,1249.62,Houston,Paid,Card,2025-08-28,1Y,365,2026-08-27,CUST0730
2025-09-23,Motor,,,Seattle,Paid,Bank Transfer,2025-09-23,1M,30,2025-10-22,CUST0731
